Country,Admin1,Event month,Sub-Event Type,Events
Lebanon,South,2023-11-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2023-11-01,Air/drone strike,0
Lebanon,Mount Lebanon,2023-11-01,Armed clash,0
Lebanon,Mount Lebanon,2023-11-01,Attack,0
Lebanon,Mount Lebanon,2023-11-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2023-11-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2023-11-01,Air/drone strike,0
Lebanon,Baalbek-Hermel,2023-11-01,Armed clash,0
Lebanon,Baalbek-Hermel,2023-11-01,Attack,0
Lebanon,Baalbek-Hermel,2023-11-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2023-11-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2023-11-01,Air/drone strike,0
Lebanon,Bekaa,2023-11-01,Armed clash,0
Lebanon,Bekaa,2023-11-01,Attack,0
Lebanon,Bekaa,2023-11-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2023-11-01,Remote explosive/landmine/IED,0
Lebanon,North,2023-11-01,Air/drone strike,0
Lebanon,North,2023-11-01,Armed clash,0
Lebanon,North,2023-11-01,Attack,0
Lebanon,North,2023-11-01,Shelling/artillery/missile attack,0
Lebanon,North,2023-11-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2023-11-01,Air/drone strike,0
Lebanon,Beirut,2023-11-01,Armed clash,0
Lebanon,Beirut,2023-11-01,Attack,0
Lebanon,Beirut,2023-11-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2023-11-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2023-11-01,Air/drone strike,0
Lebanon,Akkar,2023-11-01,Armed clash,0
Lebanon,Akkar,2023-11-01,Attack,0
Lebanon,Akkar,2023-11-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2023-11-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2023-12-01,Air/drone strike,150
Lebanon,Al Nabatieh,2023-12-01,Armed clash,2
Lebanon,Al Nabatieh,2023-12-01,Attack,2
Lebanon,Al Nabatieh,2023-12-01,Shelling/artillery/missile attack,416
Lebanon,Al Nabatieh,2023-12-01,Remote explosive/landmine/IED,0
Lebanon,South,2023-12-01,Air/drone strike,75
Lebanon,South,2023-12-01,Armed clash,1
Lebanon,South,2023-12-01,Attack,1
Lebanon,South,2023-12-01,Shelling/artillery/missile attack,187
Lebanon,South,2023-12-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2023-12-01,Air/drone strike,0
Lebanon,Mount Lebanon,2023-12-01,Armed clash,0
Lebanon,Mount Lebanon,2023-12-01,Attack,0
Lebanon,Mount Lebanon,2023-12-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2023-12-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2023-12-01,Air/drone strike,0
Lebanon,Baalbek-Hermel,2023-12-01,Armed clash,0
Lebanon,Baalbek-Hermel,2023-12-01,Attack,0
Lebanon,Baalbek-Hermel,2023-12-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2023-12-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2023-12-01,Air/drone strike,0
Lebanon,Bekaa,2023-12-01,Armed clash,0
Lebanon,Bekaa,2023-12-01,Attack,0
Lebanon,Bekaa,2023-12-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2023-12-01,Remote explosive/landmine/IED,0
Lebanon,North,2023-12-01,Air/drone strike,0
Lebanon,North,2023-12-01,Armed clash,0
Lebanon,North,2023-12-01,Attack,0
Lebanon,North,2023-12-01,Shelling/artillery/missile attack,0
Lebanon,North,2023-12-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2023-12-01,Air/drone strike,0
Lebanon,Beirut,2023-12-01,Armed clash,0
Lebanon,Beirut,2023-12-01,Attack,0
Lebanon,Beirut,2023-12-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2023-12-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2023-12-01,Air/drone strike,0
Lebanon,Akkar,2023-12-01,Armed clash,0
Lebanon,Akkar,2023-12-01,Attack,0
Lebanon,Akkar,2023-12-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2023-12-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-01-01,Air/drone strike,138
Lebanon,Al Nabatieh,2024-01-01,Armed clash,2
Lebanon,Al Nabatieh,2024-01-01,Attack,1
Lebanon,Al Nabatieh,2024-01-01,Shelling/artillery/missile attack,293
Lebanon,Al Nabatieh,2024-01-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-01-01,Air/drone strike,71
Lebanon,South,2024-01-01,Armed clash,0
Lebanon,South,2024-01-01,Attack,0
Lebanon,South,2024-01-01,Shelling/artillery/missile attack,226
Lebanon,South,2024-01-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-01-01,Air/drone strike,1
Lebanon,Mount Lebanon,2024-01-01,Armed clash,0
Lebanon,Mount Lebanon,2024-01-01,Attack,0
Lebanon,Mount Lebanon,2024-01-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-01-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-01-01,Air/drone strike,0
Lebanon,Baalbek-Hermel,2024-01-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-01-01,Attack,0
Lebanon,Baalbek-Hermel,2024-01-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-01-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-01-01,Air/drone strike,0
Lebanon,Bekaa,2024-01-01,Armed clash,0
Lebanon,Bekaa,2024-01-01,Attack,0
Lebanon,Bekaa,2024-01-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-01-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-01-01,Air/drone strike,0
Lebanon,North,2024-01-01,Armed clash,0
Lebanon,North,2024-01-01,Attack,0
Lebanon,North,2024-01-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-01-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-01-01,Air/drone strike,0
Lebanon,Beirut,2024-01-01,Armed clash,0
Lebanon,Beirut,2024-01-01,Attack,0
Lebanon,Beirut,2024-01-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-01-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-01-01,Air/drone strike,0
Lebanon,Akkar,2024-01-01,Armed clash,0
Lebanon,Akkar,2024-01-01,Attack,0
Lebanon,Akkar,2024-01-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-01-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-02-01,Air/drone strike,216
Lebanon,Al Nabatieh,2024-02-01,Armed clash,6
Lebanon,Al Nabatieh,2024-02-01,Attack,0
Lebanon,Al Nabatieh,2024-02-01,Shelling/artillery/missile attack,288
Lebanon,Al Nabatieh,2024-02-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-02-01,Air/drone strike,129
Lebanon,South,2024-02-01,Armed clash,0
Lebanon,South,2024-02-01,Attack,0
Lebanon,South,2024-02-01,Shelling/artillery/missile attack,187
Lebanon,South,2024-02-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-02-01,Air/drone strike,1
Lebanon,Mount Lebanon,2024-02-01,Armed clash,0
Lebanon,Mount Lebanon,2024-02-01,Attack,0
Lebanon,Mount Lebanon,2024-02-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-02-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-02-01,Air/drone strike,6
Lebanon,Baalbek-Hermel,2024-02-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-02-01,Attack,0
Lebanon,Baalbek-Hermel,2024-02-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-02-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-02-01,Air/drone strike,0
Lebanon,Bekaa,2024-02-01,Armed clash,0
Lebanon,Bekaa,2024-02-01,Attack,0
Lebanon,Bekaa,2024-02-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-02-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-02-01,Air/drone strike,0
Lebanon,North,2024-02-01,Armed clash,0
Lebanon,North,2024-02-01,Attack,0
Lebanon,North,2024-02-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-02-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-02-01,Air/drone strike,0
Lebanon,Beirut,2024-02-01,Armed clash,0
Lebanon,Beirut,2024-02-01,Attack,0
Lebanon,Beirut,2024-02-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-02-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-02-01,Air/drone strike,0
Lebanon,Akkar,2024-02-01,Armed clash,0
Lebanon,Akkar,2024-02-01,Attack,0
Lebanon,Akkar,2024-02-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-02-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-03-01,Air/drone strike,180
Lebanon,Al Nabatieh,2024-03-01,Armed clash,3
Lebanon,Al Nabatieh,2024-03-01,Attack,1
Lebanon,Al Nabatieh,2024-03-01,Shelling/artillery/missile attack,301
Lebanon,Al Nabatieh,2024-03-01,Remote explosive/landmine/IED,1
Lebanon,South,2024-03-01,Air/drone strike,101
Lebanon,South,2024-03-01,Armed clash,0
Lebanon,South,2024-03-01,Attack,0
Lebanon,South,2024-03-01,Shelling/artillery/missile attack,115
Lebanon,South,2024-03-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-03-01,Air/drone strike,1
Lebanon,Mount Lebanon,2024-03-01,Armed clash,0
Lebanon,Mount Lebanon,2024-03-01,Attack,0
Lebanon,Mount Lebanon,2024-03-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-03-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-03-01,Air/drone strike,17
Lebanon,Baalbek-Hermel,2024-03-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-03-01,Attack,0
Lebanon,Baalbek-Hermel,2024-03-01,Shelling/artillery/missile attack,1
Lebanon,Baalbek-Hermel,2024-03-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-03-01,Air/drone strike,1
Lebanon,Bekaa,2024-03-01,Armed clash,0
Lebanon,Bekaa,2024-03-01,Attack,0
Lebanon,Bekaa,2024-03-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-03-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-03-01,Air/drone strike,0
Lebanon,North,2024-03-01,Armed clash,0
Lebanon,North,2024-03-01,Attack,0
Lebanon,North,2024-03-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-03-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-03-01,Air/drone strike,0
Lebanon,Beirut,2024-03-01,Armed clash,0
Lebanon,Beirut,2024-03-01,Attack,0
Lebanon,Beirut,2024-03-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-03-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-03-01,Air/drone strike,0
Lebanon,Akkar,2024-03-01,Armed clash,0
Lebanon,Akkar,2024-03-01,Attack,0
Lebanon,Akkar,2024-03-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-03-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-04-01,Air/drone strike,200
Lebanon,Al Nabatieh,2024-04-01,Armed clash,9
Lebanon,Al Nabatieh,2024-04-01,Attack,1
Lebanon,Al Nabatieh,2024-04-01,Shelling/artillery/missile attack,192
Lebanon,Al Nabatieh,2024-04-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-04-01,Air/drone strike,123
Lebanon,South,2024-04-01,Armed clash,0
Lebanon,South,2024-04-01,Attack,0
Lebanon,South,2024-04-01,Shelling/artillery/missile attack,109
Lebanon,South,2024-04-01,Remote explosive/landmine/IED,3
Lebanon,Mount Lebanon,2024-04-01,Air/drone strike,0
Lebanon,Mount Lebanon,2024-04-01,Armed clash,0
Lebanon,Mount Lebanon,2024-04-01,Attack,1
Lebanon,Mount Lebanon,2024-04-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-04-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-04-01,Air/drone strike,5
Lebanon,Baalbek-Hermel,2024-04-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-04-01,Attack,0
Lebanon,Baalbek-Hermel,2024-04-01,Shelling/artillery/missile attack,1
Lebanon,Baalbek-Hermel,2024-04-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-04-01,Air/drone strike,1
Lebanon,Bekaa,2024-04-01,Armed clash,0
Lebanon,Bekaa,2024-04-01,Attack,0
Lebanon,Bekaa,2024-04-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-04-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-04-01,Air/drone strike,0
Lebanon,North,2024-04-01,Armed clash,0
Lebanon,North,2024-04-01,Attack,0
Lebanon,North,2024-04-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-04-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-04-01,Air/drone strike,0
Lebanon,Beirut,2024-04-01,Armed clash,0
Lebanon,Beirut,2024-04-01,Attack,0
Lebanon,Beirut,2024-04-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-04-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-04-01,Air/drone strike,0
Lebanon,Akkar,2024-04-01,Armed clash,0
Lebanon,Akkar,2024-04-01,Attack,0
Lebanon,Akkar,2024-04-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-04-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-05-01,Air/drone strike,216
Lebanon,Al Nabatieh,2024-05-01,Armed clash,0
Lebanon,Al Nabatieh,2024-05-01,Attack,1
Lebanon,Al Nabatieh,2024-05-01,Shelling/artillery/missile attack,181
Lebanon,Al Nabatieh,2024-05-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-05-01,Air/drone strike,86
Lebanon,South,2024-05-01,Armed clash,0
Lebanon,South,2024-05-01,Attack,0
Lebanon,South,2024-05-01,Shelling/artillery/missile attack,121
Lebanon,South,2024-05-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-05-01,Air/drone strike,0
Lebanon,Mount Lebanon,2024-05-01,Armed clash,0
Lebanon,Mount Lebanon,2024-05-01,Attack,0
Lebanon,Mount Lebanon,2024-05-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-05-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-05-01,Air/drone strike,8
Lebanon,Baalbek-Hermel,2024-05-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-05-01,Attack,0
Lebanon,Baalbek-Hermel,2024-05-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-05-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-05-01,Air/drone strike,1
Lebanon,Bekaa,2024-05-01,Armed clash,0
Lebanon,Bekaa,2024-05-01,Attack,0
Lebanon,Bekaa,2024-05-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-05-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-05-01,Air/drone strike,0
Lebanon,North,2024-05-01,Armed clash,0
Lebanon,North,2024-05-01,Attack,0
Lebanon,North,2024-05-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-05-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-05-01,Air/drone strike,0
Lebanon,Beirut,2024-05-01,Armed clash,0
Lebanon,Beirut,2024-05-01,Attack,0
Lebanon,Beirut,2024-05-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-05-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-05-01,Air/drone strike,0
Lebanon,Akkar,2024-05-01,Armed clash,0
Lebanon,Akkar,2024-05-01,Attack,0
Lebanon,Akkar,2024-05-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-05-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-06-01,Air/drone strike,214
Lebanon,Al Nabatieh,2024-06-01,Armed clash,0
Lebanon,Al Nabatieh,2024-06-01,Attack,1
Lebanon,Al Nabatieh,2024-06-01,Shelling/artillery/missile attack,244
Lebanon,Al Nabatieh,2024-06-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-06-01,Air/drone strike,63
Lebanon,South,2024-06-01,Armed clash,1
Lebanon,South,2024-06-01,Attack,0
Lebanon,South,2024-06-01,Shelling/artillery/missile attack,108
Lebanon,South,2024-06-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-06-01,Air/drone strike,0
Lebanon,Mount Lebanon,2024-06-01,Armed clash,0
Lebanon,Mount Lebanon,2024-06-01,Attack,0
Lebanon,Mount Lebanon,2024-06-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-06-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-06-01,Air/drone strike,6
Lebanon,Baalbek-Hermel,2024-06-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-06-01,Attack,0
Lebanon,Baalbek-Hermel,2024-06-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-06-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-06-01,Air/drone strike,4
Lebanon,Bekaa,2024-06-01,Armed clash,0
Lebanon,Bekaa,2024-06-01,Attack,0
Lebanon,Bekaa,2024-06-01,Shelling/artillery/missile attack,1
Lebanon,Bekaa,2024-06-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-06-01,Air/drone strike,0
Lebanon,North,2024-06-01,Armed clash,0
Lebanon,North,2024-06-01,Attack,0
Lebanon,North,2024-06-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-06-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-06-01,Air/drone strike,0
Lebanon,Beirut,2024-06-01,Armed clash,0
Lebanon,Beirut,2024-06-01,Attack,0
Lebanon,Beirut,2024-06-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-06-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-06-01,Air/drone strike,0
Lebanon,Akkar,2024-06-01,Armed clash,0
Lebanon,Akkar,2024-06-01,Attack,0
Lebanon,Akkar,2024-06-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-06-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-07-01,Air/drone strike,207
Lebanon,Al Nabatieh,2024-07-01,Armed clash,0
Lebanon,Al Nabatieh,2024-07-01,Attack,1
Lebanon,Al Nabatieh,2024-07-01,Shelling/artillery/missile attack,306
Lebanon,Al Nabatieh,2024-07-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-07-01,Air/drone strike,74
Lebanon,South,2024-07-01,Armed clash,0
Lebanon,South,2024-07-01,Attack,0
Lebanon,South,2024-07-01,Shelling/artillery/missile attack,92
Lebanon,South,2024-07-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-07-01,Air/drone strike,1
Lebanon,Mount Lebanon,2024-07-01,Armed clash,0
Lebanon,Mount Lebanon,2024-07-01,Attack,0
Lebanon,Mount Lebanon,2024-07-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-07-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-07-01,Air/drone strike,3
Lebanon,Baalbek-Hermel,2024-07-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-07-01,Attack,0
Lebanon,Baalbek-Hermel,2024-07-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-07-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-07-01,Air/drone strike,2
Lebanon,Bekaa,2024-07-01,Armed clash,0
Lebanon,Bekaa,2024-07-01,Attack,0
Lebanon,Bekaa,2024-07-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-07-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-07-01,Air/drone strike,0
Lebanon,North,2024-07-01,Armed clash,0
Lebanon,North,2024-07-01,Attack,0
Lebanon,North,2024-07-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-07-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-07-01,Air/drone strike,0
Lebanon,Beirut,2024-07-01,Armed clash,0
Lebanon,Beirut,2024-07-01,Attack,0
Lebanon,Beirut,2024-07-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-07-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-07-01,Air/drone strike,0
Lebanon,Akkar,2024-07-01,Armed clash,0
Lebanon,Akkar,2024-07-01,Attack,0
Lebanon,Akkar,2024-07-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-07-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-08-01,Air/drone strike,223
Lebanon,Al Nabatieh,2024-08-01,Armed clash,1
Lebanon,Al Nabatieh,2024-08-01,Attack,0
Lebanon,Al Nabatieh,2024-08-01,Shelling/artillery/missile attack,307
Lebanon,Al Nabatieh,2024-08-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-08-01,Air/drone strike,97
Lebanon,South,2024-08-01,Armed clash,0
Lebanon,South,2024-08-01,Attack,0
Lebanon,South,2024-08-01,Shelling/artillery/missile attack,114
Lebanon,South,2024-08-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-08-01,Air/drone strike,0
Lebanon,Mount Lebanon,2024-08-01,Armed clash,0
Lebanon,Mount Lebanon,2024-08-01,Attack,0
Lebanon,Mount Lebanon,2024-08-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-08-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-08-01,Air/drone strike,7
Lebanon,Baalbek-Hermel,2024-08-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-08-01,Attack,0
Lebanon,Baalbek-Hermel,2024-08-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-08-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-08-01,Air/drone strike,0
Lebanon,Bekaa,2024-08-01,Armed clash,0
Lebanon,Bekaa,2024-08-01,Attack,0
Lebanon,Bekaa,2024-08-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-08-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-08-01,Air/drone strike,1
Lebanon,North,2024-08-01,Armed clash,0
Lebanon,North,2024-08-01,Attack,0
Lebanon,North,2024-08-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-08-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-08-01,Air/drone strike,0
Lebanon,Beirut,2024-08-01,Armed clash,0
Lebanon,Beirut,2024-08-01,Attack,0
Lebanon,Beirut,2024-08-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-08-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-08-01,Air/drone strike,0
Lebanon,Akkar,2024-08-01,Armed clash,0
Lebanon,Akkar,2024-08-01,Attack,0
Lebanon,Akkar,2024-08-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-08-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-09-01,Air/drone strike,642
Lebanon,Al Nabatieh,2024-09-01,Armed clash,0
Lebanon,Al Nabatieh,2024-09-01,Attack,1
Lebanon,Al Nabatieh,2024-09-01,Shelling/artillery/missile attack,211
Lebanon,Al Nabatieh,2024-09-01,Remote explosive/landmine/IED,9
Lebanon,South,2024-09-01,Air/drone strike,490
Lebanon,South,2024-09-01,Armed clash,1
Lebanon,South,2024-09-01,Attack,0
Lebanon,South,2024-09-01,Shelling/artillery/missile attack,74
Lebanon,South,2024-09-01,Remote explosive/landmine/IED,22
Lebanon,Mount Lebanon,2024-09-01,Air/drone strike,34
Lebanon,Mount Lebanon,2024-09-01,Armed clash,0
Lebanon,Mount Lebanon,2024-09-01,Attack,0
Lebanon,Mount Lebanon,2024-09-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-09-01,Remote explosive/landmine/IED,8
Lebanon,Baalbek-Hermel,2024-09-01,Air/drone strike,156
Lebanon,Baalbek-Hermel,2024-09-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-09-01,Attack,0
Lebanon,Baalbek-Hermel,2024-09-01,Shelling/artillery/missile attack,2
